time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.novatel_msg_header.message_name,.novatel_msg_header.port,.novatel_msg_header.sequence_num,.novatel_msg_header.percent_idle_time,.novatel_msg_header.gps_time_status,.novatel_msg_header.gps_week_num,.novatel_msg_header.gps_seconds,.novatel_msg_header.receiver_status.original_status_code,.novatel_msg_header.receiver_status.error_flag,.novatel_msg_header.receiver_status.temperature_flag,.novatel_msg_header.receiver_status.voltage_supply_flag,.novatel_msg_header.receiver_status.antenna_powered,.novatel_msg_header.receiver_status.antenna_is_open,.novatel_msg_header.receiver_status.antenna_is_shorted,.novatel_msg_header.receiver_status.cpu_overload_flag,.novatel_msg_header.receiver_status.com1_buffer_overrun,.novatel_msg_header.receiver_status.com2_buffer_overrun,.novatel_msg_header.receiver_status.com3_buffer_overrun,.novatel_msg_header.receiver_status.usb_buffer_overrun,.novatel_msg_header.receiver_status.rf1_agc_flag,.novatel_msg_header.receiver_status.rf2_agc_flag,.novatel_msg_header.receiver_status.almanac_flag,.novatel_msg_header.receiver_status.position_solution_flag,.novatel_msg_header.receiver_status.position_fixed_flag,.novatel_msg_header.receiver_status.clock_steering_status_enabled,.novatel_msg_header.receiver_status.clock_model_flag,.novatel_msg_header.receiver_status.oemv_external_oscillator_flag,.novatel_msg_header.receiver_status.software_resource_flag,.novatel_msg_header.receiver_status.aux1_status_event_flag,.novatel_msg_header.receiver_status.aux2_status_event_flag,.novatel_msg_header.receiver_status.aux3_status_event_flag,.novatel_msg_header.receiver_software_version,.week,.seconds,.latitude,.longitude,.height,.north_velocity,.east_velocity,.up_velocity,.roll,.pitch,.azimuth,.status
2024/09/04/14:08:33.081224,34707,1725451713,79043494,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.87,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.87,48.7967979817,1.98697209686,201.6859,-1.0164,-0.7359,-0.0148,-0.094660535,-0.67810896,213.820459361,INS_SOLUTION_GOOD
2024/09/04/14:08:33.081612,34708,1725451713,81272407,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.88,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.88,48.7967978901,1.98697199738,201.6858,-1.0167,-0.7336,-0.0114,-0.093829077,-0.676050317,213.81663185,INS_SOLUTION_GOOD
2024/09/04/14:08:33.090314,34709,1725451713,89010470,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.89,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.89,48.7967977984,1.98697189737,201.6857,-1.0172,-0.7343,-0.0092,-0.096592971,-0.670341821,213.814805735,INS_SOLUTION_GOOD
2024/09/04/14:08:33.111990,34710,1725451713,111371694,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.9,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.9,48.7967977072,1.98697179707,201.6856,-1.0171,-0.7375,-0.0093,-0.101921029,-0.672991124,213.809246631,INS_SOLUTION_GOOD
2024/09/04/14:08:33.115212,34711,1725451713,114752046,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.91,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.91,48.796797615,1.98697169676,201.6854,-1.021,-0.7382,-0.0125,-0.103958527,-0.66627773,213.80779366,INS_SOLUTION_GOOD
2024/09/04/14:08:33.120387,34712,1725451713,120031788,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.92,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.92,48.796797523,1.98697159665,201.6852,-1.0236,-0.7397,-0.0187,-0.104497836,-0.66792234,213.802740843,INS_SOLUTION_GOOD
2024/09/04/14:08:33.131182,34713,1725451713,130297871,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.93,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.93,48.7967974307,1.98697149608,201.6851,-1.0251,-0.7396,-0.0172,-0.108100934,-0.663131934,213.799597559,INS_SOLUTION_GOOD
2024/09/04/14:08:33.139738,34714,1725451713,139282996,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.94,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.94,48.7967973385,1.98697139596,201.6849,-1.0242,-0.7385,-0.0141,-0.108717289,-0.659747826,213.79789726,INS_SOLUTION_GOOD
2024/09/04/14:08:33.158442,34715,1725451713,158157526,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.95,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.95,48.7967972454,1.9869712954,201.6848,-1.0317,-0.7391,-0.0099,-0.11235424,-0.653031362,213.795998332,INS_SOLUTION_GOOD
2024/09/04/14:08:33.161838,34716,1725451713,161576305,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.96,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.96,48.796797153,1.98697119574,201.6847,-1.032,-0.7371,-0.0123,-0.11455842,-0.661025421,213.796563613,INS_SOLUTION_GOOD
2024/09/04/14:08:33.176090,34717,1725451713,175631595,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.97,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.97,48.7967970606,1.9869710961,201.6847,-1.0298,-0.7345,-0.0037,-0.118277743,-0.663240167,213.796283642,INS_SOLUTION_GOOD
2024/09/04/14:08:33.181182,34718,1725451713,180086063,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.98,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.98,48.7967969674,1.98697099532,201.6846,-1.0331,-0.7375,-0.0022,-0.125747345,-0.656561581,213.792253921,INS_SOLUTION_GOOD
2024/09/04/14:08:33.188634,34719,1725451713,188224589,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302847.99,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302847.99,48.796796874,1.98697089524,201.6846,-1.0383,-0.7372,-0.0025,-0.130902844,-0.659134293,213.793822879,INS_SOLUTION_GOOD
2024/09/04/14:08:33.216620,34720,1725451713,216349439,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.0,48.7967967807,1.98697079576,201.6845,-1.0401,-0.7362,-0.0015,-0.131873119,-0.665387079,213.795805561,INS_SOLUTION_GOOD
2024/09/04/14:08:33.222394,34721,1725451713,222055368,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.01,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.01,48.7967966875,1.98697069549,201.6845,-1.039,-0.7363,-0.0005,-0.142676812,-0.668427395,213.796074164,INS_SOLUTION_GOOD
2024/09/04/14:08:33.223382,34722,1725451713,223134541,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.02,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.02,48.7967965939,1.98697059632,201.6844,-1.0391,-0.7329,-0.005,-0.141870316,-0.671458362,213.798055275,INS_SOLUTION_GOOD
2024/09/04/14:08:33.228734,34723,1725451713,228432845,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.03,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.03,48.7967965003,1.9869704962,201.6845,-1.0387,-0.7347,0.0055,-0.148265601,-0.670103612,213.799506526,INS_SOLUTION_GOOD
2024/09/04/14:08:33.244447,34724,1725451713,244099934,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.04,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.04,48.7967964062,1.98697039594,201.6846,-1.0438,-0.7389,0.0076,-0.148585434,-0.672340935,213.799261976,INS_SOLUTION_GOOD
2024/09/04/14:08:33.259522,34725,1725451713,257148456,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.05,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.05,48.7967963125,1.98697029723,201.6845,-1.0439,-0.7347,0.0012,-0.144129734,-0.687125922,213.803174762,INS_SOLUTION_GOOD
2024/09/04/14:08:33.261817,34726,1725451713,260921016,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.06,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.06,48.7967962187,1.98697019734,201.6845,-1.0421,-0.7371,-0.0043,-0.139113744,-0.690917583,213.803910429,INS_SOLUTION_GOOD
2024/09/04/14:08:33.272299,34727,1725451713,271884395,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.07,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.07,48.7967961239,1.98697009721,201.6845,-1.0462,-0.7375,-0.0043,-0.132569512,-0.683073898,213.805435488,INS_SOLUTION_GOOD
2024/09/04/14:08:33.282866,34728,1725451713,282094699,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.08,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.08,48.7967960298,1.98696999655,201.6845,-1.0463,-0.7419,0.0009,-0.130065205,-0.688206917,213.807635059,INS_SOLUTION_GOOD
2024/09/04/14:08:33.289809,34729,1725451713,289525387,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.09,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.09,48.7967959359,1.98696989576,201.6844,-1.0452,-0.7438,-0.0028,-0.130198866,-0.696578326,213.806397542,INS_SOLUTION_GOOD
2024/09/04/14:08:33.311627,34730,1725451713,310999203,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.1,48.7967958422,1.98696979415,201.6843,-1.0414,-0.7477,-0.0124,-0.127847419,-0.697978398,213.810638963,INS_SOLUTION_GOOD
2024/09/04/14:08:33.311662,34731,1725451713,310999203,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.11,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.11,48.796795748,1.98696969227,201.6842,-1.0428,-0.7486,-0.0085,-0.123395909,-0.690827461,213.808030155,INS_SOLUTION_GOOD
2024/09/04/14:08:33.320519,34732,1725451713,319495513,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.12,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.12,48.7967956545,1.98696958953,201.6842,-1.0392,-0.7498,-0.0052,-0.131618422,-0.684768273,213.800603791,INS_SOLUTION_GOOD
2024/09/04/14:08:33.328627,34733,1725451713,328373267,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.13,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.13,48.7967955601,1.98696948847,201.6841,-1.0418,-0.7539,-0.0083,-0.138530402,-0.684383823,213.799637169,INS_SOLUTION_GOOD
2024/09/04/14:08:33.341531,34734,1725451713,341011076,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.14,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.14,48.7967954656,1.9869693882,201.6838,-1.0413,-0.7535,-0.0227,-0.135659623,-0.68609962,213.79926531,INS_SOLUTION_GOOD
2024/09/04/14:08:33.361385,34735,1725451713,360904026,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.15,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.15,48.7967953703,1.98696928867,201.6835,-1.0444,-0.7488,-0.0193,-0.124147095,-0.679661656,213.7952511,INS_SOLUTION_GOOD
2024/09/04/14:08:33.363969,34736,1725451713,363378653,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.16,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.16,48.7967952756,1.98696918738,201.6833,-1.0426,-0.7532,-0.0152,-0.124383178,-0.672516034,213.795438438,INS_SOLUTION_GOOD
2024/09/04/14:08:33.379241,34737,1725451713,378748972,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.17,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.17,48.7967951813,1.98696908678,201.6831,-1.0402,-0.7531,-0.0154,-0.123538357,-0.672712953,213.792683959,INS_SOLUTION_GOOD
2024/09/04/14:08:33.380026,34738,1725451713,379722191,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.18,48.7967950864,1.98696898535,201.6829,-1.0427,-0.7566,-0.0195,-0.120462742,-0.662745614,213.791294307,INS_SOLUTION_GOOD
2024/09/04/14:08:33.391056,34739,1725451713,390397304,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.19,48.7967949905,1.98696888496,201.6827,-1.0519,-0.7538,-0.0164,-0.108732963,-0.653328574,213.786436066,INS_SOLUTION_GOOD
2024/09/04/14:08:33.407819,34740,1725451713,407407573,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.2,48.7967948963,1.98696878433,201.6826,-1.0454,-0.7527,-0.0038,-0.109985567,-0.657183733,213.784664923,INS_SOLUTION_GOOD
2024/09/04/14:08:33.413542,34741,1725451713,412378501,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.21,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.21,48.7967948016,1.98696868365,201.6825,-1.046,-0.752,-0.002,-0.109753903,-0.657301912,213.782941879,INS_SOLUTION_GOOD
2024/09/04/14:08:33.426809,34742,1725451713,420476200,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.22,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.22,48.7967947066,1.98696858246,201.6823,-1.0465,-0.7541,-0.0103,-0.109375468,-0.652386947,213.782366464,INS_SOLUTION_GOOD
2024/09/04/14:08:33.432328,34743,1725451713,431308976,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.23,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.23,48.7967946114,1.98696848125,201.6822,-1.0486,-0.7541,-0.004,-0.111847374,-0.646435771,213.780082647,INS_SOLUTION_GOOD
2024/09/04/14:08:33.440044,34744,1725451713,439500683,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.24,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.24,48.796794516,1.9869683796,201.6821,-1.0518,-0.7573,0.0039,-0.11528689,-0.641607491,213.777870822,INS_SOLUTION_GOOD
2024/09/04/14:08:33.460834,34745,1725451713,458585228,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.25,48.7967944209,1.98696828005,201.682,-1.0521,-0.7487,0.0006,-0.114301024,-0.647733712,213.777559534,INS_SOLUTION_GOOD
2024/09/04/14:08:33.462497,34746,1725451713,461492442,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.26,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.26,48.7967943256,1.98696817933,201.682,-1.0514,-0.7512,0.002,-0.114640854,-0.646434689,213.774927436,INS_SOLUTION_GOOD
2024/09/04/14:08:33.476073,34747,1725451713,475580958,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.27,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.27,48.7967942292,1.98696807943,201.6819,-1.0581,-0.7476,0.0024,-0.107528389,-0.640463793,213.773862851,INS_SOLUTION_GOOD
2024/09/04/14:08:33.479760,34748,1725451713,479398464,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.28,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.28,48.796794134,1.98696797985,201.6819,-1.0557,-0.7473,0.0041,-0.105432623,-0.652244512,213.774266704,INS_SOLUTION_GOOD
2024/09/04/14:08:33.491506,34749,1725451713,490501535,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.29,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.29,48.796794038,1.98696787972,201.6819,-1.0569,-0.7471,0.0022,-0.102254495,-0.648327434,213.773760155,INS_SOLUTION_GOOD
2024/09/04/14:08:33.505790,34750,1725451713,505462262,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.3,48.7967939414,1.98696777894,201.6818,-1.0606,-0.7508,0.0029,-0.098878541,-0.640211143,213.774747823,INS_SOLUTION_GOOD
2024/09/04/14:08:33.511423,34751,1725451713,509815392,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.31,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.31,48.7967938451,1.98696767847,201.6818,-1.0652,-0.7499,0.0051,-0.103774704,-0.64399099,213.772916062,INS_SOLUTION_GOOD
2024/09/04/14:08:33.518801,34752,1725451713,518472693,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.32,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.32,48.7967937493,1.98696757842,201.6818,-1.0618,-0.7503,0.0009,-0.102643034,-0.654613783,213.773097155,INS_SOLUTION_GOOD
2024/09/04/14:08:33.531498,34753,1725451713,530864882,/novatel/imu,INSPVAA,USB3,0,14.5,FINESTEERING,2330,302848.33,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.33,48.796793653,1.98696747872,201.6817,-1.0607,-0.7459,0.0031,-0.100076485,-0.654063848,213.774019354,INS_SOLUTION_GOOD
2024/09/04/14:08:33.542946,34754,1725451713,542674501,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.34,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.34,48.7967935565,1.98696737853,201.6817,-1.0613,-0.7483,0.0009,-0.094875422,-0.652471223,213.773250577,INS_SOLUTION_GOOD
2024/09/04/14:08:33.558483,34755,1725451713,558110003,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.35,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.35,48.7967934604,1.9869672776,201.6817,-1.0617,-0.7503,0.0106,-0.103798885,-0.654873203,213.77480913,INS_SOLUTION_GOOD
2024/09/04/14:08:33.563409,34756,1725451713,561934288,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.36,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.36,48.796793364,1.98696717597,201.6817,-1.0624,-0.7565,0.0068,-0.109971814,-0.65413753,213.774803303,INS_SOLUTION_GOOD
2024/09/04/14:08:33.583213,34757,1725451713,568615061,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.37,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.37,48.7967932678,1.98696707548,201.6816,-1.0633,-0.7544,-0.0033,-0.112954866,-0.661078663,213.776247246,INS_SOLUTION_GOOD
2024/09/04/14:08:33.583324,34758,1725451713,578988516,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.38,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.38,48.7967931711,1.98696697415,201.6815,-1.0644,-0.7569,-0.006,-0.114300884,-0.658600352,213.775029065,INS_SOLUTION_GOOD
2024/09/04/14:08:33.589222,34759,1725451713,588781957,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.39,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.39,48.7967930745,1.98696687359,201.6814,-1.0633,-0.7539,-0.0027,-0.112345759,-0.658429231,213.775432255,INS_SOLUTION_GOOD
2024/09/04/14:08:33.608010,34760,1725451713,605041688,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.4,48.7967929778,1.98696677244,201.6814,-1.0649,-0.7559,-0.0025,-0.113188844,-0.660093788,213.774978364,INS_SOLUTION_GOOD
2024/09/04/14:08:33.609539,34761,1725451713,609010325,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.41,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.41,48.7967928813,1.98696667074,201.6811,-1.0638,-0.7597,-0.0139,-0.114759381,-0.66283084,213.775961227,INS_SOLUTION_GOOD
2024/09/04/14:08:33.619469,34762,1725451713,618976180,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.42,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.42,48.796792784,1.98696656879,201.681,-1.0673,-0.7626,-0.0134,-0.109543431,-0.654637239,213.777033056,INS_SOLUTION_GOOD
2024/09/04/14:08:33.642210,34763,1725451713,635140336,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.43,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.43,48.7967926867,1.98696646657,201.6809,-1.0702,-0.7651,-0.0072,-0.105983279,-0.649504075,213.7739356,INS_SOLUTION_GOOD
2024/09/04/14:08:33.642215,34764,1725451713,638951698,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.44,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.44,48.79679259,1.9869663645,201.6808,-1.0695,-0.7663,-0.0017,-0.103369951,-0.656453452,213.773188728,INS_SOLUTION_GOOD
2024/09/04/14:08:33.659041,34765,1725451713,658100158,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.45,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.45,48.7967924935,1.98696626284,201.6806,-1.0668,-0.7636,-0.0095,-0.099829462,-0.663144323,213.773067912,INS_SOLUTION_GOOD
2024/09/04/14:08:33.671939,34766,1725451713,662677217,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.46,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.46,48.796792396,1.98696615978,201.6804,-1.0697,-0.7684,-0.0091,-0.093594217,-0.655922343,213.773614624,INS_SOLUTION_GOOD
2024/09/04/14:08:33.671946,34767,1725451713,671437277,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.47,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.47,48.7967922981,1.98696605626,201.6804,-1.0749,-0.771,-0.0041,-0.092144913,-0.645511982,213.770476657,INS_SOLUTION_GOOD
2024/09/04/14:08:33.683830,34768,1725451713,683433544,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.48,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.48,48.7967922015,1.98696595362,201.6803,-1.0718,-0.7728,0.0005,-0.086458788,-0.659666144,213.770216852,INS_SOLUTION_GOOD
2024/09/04/14:08:33.691241,34769,1725451713,690739780,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.49,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.49,48.7967921042,1.98696585073,201.6801,-1.0722,-0.7719,-0.0087,-0.078203489,-0.661376062,213.767861308,INS_SOLUTION_GOOD
2024/09/04/14:08:33.712067,34770,1725451713,710906047,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.5,48.7967920062,1.98696574793,201.6799,-1.0762,-0.771,-0.0119,-0.06366877,-0.657600597,213.76446039,INS_SOLUTION_GOOD
2024/09/04/14:08:33.715335,34771,1725451713,713717835,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.51,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.51,48.7967919084,1.98696564456,201.6799,-1.0775,-0.7713,-0.0032,-0.056742111,-0.655155725,213.76556612,INS_SOLUTION_GOOD
2024/09/04/14:08:33.720112,34772,1725451713,719454014,/novatel/imu,INSPVAA,USB3,0,10.5,FINESTEERING,2330,302848.52,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14102,2330,302848.52,48.7967918111,1.98696554084,201.6799,-1.0761,-0.7738,0.0043,-0.054061155,-0.658849759,213.763267799,INS_SOLUTION_GOOD
