48.79634245,1.98646348,,
48.7963361,1.98645668,,
48.79632831,1.98644874,,
48.7963206,1.98644058,,
48.79631351,1.98643275,,
48.79630612,1.98642427,,
48.79629979,1.98641645,,
48.79629215,1.98640755,,
48.79628534,1.98639974,,
48.7962787,1.98639177,,
48.79627129,1.98638334,,
48.79626452,1.98637586,,
48.7962572,1.98636793,,
48.7962491,1.98635963,,
48.79624182,1.98635236,,
48.79623436,1.98634486,,
48.79622676,1.98633676,,
48.79621923,1.98632901,,
48.79621077,1.98632129,,
48.79620431,1.98631479,,
48.79619559,1.98630517,,
48.79618862,1.98629764,,
48.79618163,1.9862898,,
48.79617407,1.98628171,,
48.79616683,1.9862738,,
48.79615918,1.98626582,,
48.79615098,1.98625726,,
48.79614569,1.98625144,,
48.7961376,1.98624286,,
48.79612963,1.98623455,,
48.79612389,1.98622829,,
48.79611567,1.98621934,,
48.79610793,1.98621109,,
48.79609959,1.98620246,,
48.79609434,1.98619723,,
48.79608602,1.98618869,,
48.79607796,1.98617997,,
48.79607019,1.9861711,,
48.79606507,1.98616519,,
48.79605753,1.98615668,,
48.79604772,1.98614556,,
48.79604243,1.98613959,,
48.79603516,1.98613163,,
48.79602841,1.98612427,,
48.79602202,1.9861174,,
48.79601423,1.98610901,,
48.79600619,1.98610009,,
48.79656276,1.98669607,,
48.79655877,1.98669144,,
48.79655083,1.98668292,,
48.79654309,1.98667463,,
48.79653672,1.98666749,,
48.79652919,1.98665918,,
48.79652149,1.98665069,,
48.79651531,1.98664388,,
48.7965081,1.98663565,,
48.79650028,1.98662672,,
48.79649373,1.98661869,,
48.79648655,1.98661059,,
48.79647652,1.98660057,,*/
